@RELATION song
@ATTRIBUTE pitches0-mean NUMERIC
@ATTRIBUTE pitches0-med NUMERIC
@ATTRIBUTE pitches0-var NUMERIC
@ATTRIBUTE pitches0-min NUMERIC
@ATTRIBUTE pitches0-max NUMERIC
@ATTRIBUTE pitches0-skw NUMERIC
@ATTRIBUTE pitches0-krt NUMERIC
@ATTRIBUTE pitches1-mean NUMERIC
@ATTRIBUTE pitches1-med NUMERIC
@ATTRIBUTE pitches1-var NUMERIC
@ATTRIBUTE pitches1-min NUMERIC
@ATTRIBUTE pitches1-max NUMERIC
@ATTRIBUTE pitches1-skw NUMERIC
@ATTRIBUTE pitches1-krt NUMERIC
@ATTRIBUTE pitches2-mean NUMERIC
@ATTRIBUTE pitches2-med NUMERIC
@ATTRIBUTE pitches2-var NUMERIC
@ATTRIBUTE pitches2-min NUMERIC
@ATTRIBUTE pitches2-max NUMERIC
@ATTRIBUTE pitches2-skw NUMERIC
@ATTRIBUTE pitches2-krt NUMERIC
@ATTRIBUTE pitches3-mean NUMERIC
@ATTRIBUTE pitches3-med NUMERIC
@ATTRIBUTE pitches3-var NUMERIC
@ATTRIBUTE pitches3-min NUMERIC
@ATTRIBUTE pitches3-max NUMERIC
@ATTRIBUTE pitches3-skw NUMERIC
@ATTRIBUTE pitches3-krt NUMERIC
@ATTRIBUTE pitches4-mean NUMERIC
@ATTRIBUTE pitches4-med NUMERIC
@ATTRIBUTE pitches4-var NUMERIC
@ATTRIBUTE pitches4-min NUMERIC
@ATTRIBUTE pitches4-max NUMERIC
@ATTRIBUTE pitches4-skw NUMERIC
@ATTRIBUTE pitches4-krt NUMERIC
@ATTRIBUTE pitches5-mean NUMERIC
@ATTRIBUTE pitches5-med NUMERIC
@ATTRIBUTE pitches5-var NUMERIC
@ATTRIBUTE pitches5-min NUMERIC
@ATTRIBUTE pitches5-max NUMERIC
@ATTRIBUTE pitches5-skw NUMERIC
@ATTRIBUTE pitches5-krt NUMERIC
@ATTRIBUTE pitches6-mean NUMERIC
@ATTRIBUTE pitches6-med NUMERIC
@ATTRIBUTE pitches6-var NUMERIC
@ATTRIBUTE pitches6-min NUMERIC
@ATTRIBUTE pitches6-max NUMERIC
@ATTRIBUTE pitches6-skw NUMERIC
@ATTRIBUTE pitches6-krt NUMERIC
@ATTRIBUTE pitches7-mean NUMERIC
@ATTRIBUTE pitches7-med NUMERIC
@ATTRIBUTE pitches7-var NUMERIC
@ATTRIBUTE pitches7-min NUMERIC
@ATTRIBUTE pitches7-max NUMERIC
@ATTRIBUTE pitches7-skw NUMERIC
@ATTRIBUTE pitches7-krt NUMERIC
@ATTRIBUTE pitches8-mean NUMERIC
@ATTRIBUTE pitches8-med NUMERIC
@ATTRIBUTE pitches8-var NUMERIC
@ATTRIBUTE pitches8-min NUMERIC
@ATTRIBUTE pitches8-max NUMERIC
@ATTRIBUTE pitches8-skw NUMERIC
@ATTRIBUTE pitches8-krt NUMERIC
@ATTRIBUTE pitches9-mean NUMERIC
@ATTRIBUTE pitches9-med NUMERIC
@ATTRIBUTE pitches9-var NUMERIC
@ATTRIBUTE pitches9-min NUMERIC
@ATTRIBUTE pitches9-max NUMERIC
@ATTRIBUTE pitches9-skw NUMERIC
@ATTRIBUTE pitches9-krt NUMERIC
@ATTRIBUTE pitches10-mean NUMERIC
@ATTRIBUTE pitches10-med NUMERIC
@ATTRIBUTE pitches10-var NUMERIC
@ATTRIBUTE pitches10-min NUMERIC
@ATTRIBUTE pitches10-max NUMERIC
@ATTRIBUTE pitches10-skw NUMERIC
@ATTRIBUTE pitches10-krt NUMERIC
@ATTRIBUTE pitches11-mean NUMERIC
@ATTRIBUTE pitches11-med NUMERIC
@ATTRIBUTE pitches11-var NUMERIC
@ATTRIBUTE pitches11-min NUMERIC
@ATTRIBUTE pitches11-max NUMERIC
@ATTRIBUTE pitches11-skw NUMERIC
@ATTRIBUTE pitches11-krt NUMERIC
@ATTRIBUTE timbre0-mean NUMERIC
@ATTRIBUTE timbre0-med NUMERIC
@ATTRIBUTE timbre0-var NUMERIC
@ATTRIBUTE timbre0-min NUMERIC
@ATTRIBUTE timbre0-max NUMERIC
@ATTRIBUTE timbre0-skw NUMERIC
@ATTRIBUTE timbre0-krt NUMERIC
@ATTRIBUTE timbre1-mean NUMERIC
@ATTRIBUTE timbre1-med NUMERIC
@ATTRIBUTE timbre1-var NUMERIC
@ATTRIBUTE timbre1-min NUMERIC
@ATTRIBUTE timbre1-max NUMERIC
@ATTRIBUTE timbre1-skw NUMERIC
@ATTRIBUTE timbre1-krt NUMERIC
@ATTRIBUTE timbre2-mean NUMERIC
@ATTRIBUTE timbre2-med NUMERIC
@ATTRIBUTE timbre2-var NUMERIC
@ATTRIBUTE timbre2-min NUMERIC
@ATTRIBUTE timbre2-max NUMERIC
@ATTRIBUTE timbre2-skw NUMERIC
@ATTRIBUTE timbre2-krt NUMERIC
@ATTRIBUTE timbre3-mean NUMERIC
@ATTRIBUTE timbre3-med NUMERIC
@ATTRIBUTE timbre3-var NUMERIC
@ATTRIBUTE timbre3-min NUMERIC
@ATTRIBUTE timbre3-max NUMERIC
@ATTRIBUTE timbre3-skw NUMERIC
@ATTRIBUTE timbre3-krt NUMERIC
@ATTRIBUTE timbre4-mean NUMERIC
@ATTRIBUTE timbre4-med NUMERIC
@ATTRIBUTE timbre4-var NUMERIC
@ATTRIBUTE timbre4-min NUMERIC
@ATTRIBUTE timbre4-max NUMERIC
@ATTRIBUTE timbre4-skw NUMERIC
@ATTRIBUTE timbre4-krt NUMERIC
@ATTRIBUTE timbre5-mean NUMERIC
@ATTRIBUTE timbre5-med NUMERIC
@ATTRIBUTE timbre5-var NUMERIC
@ATTRIBUTE timbre5-min NUMERIC
@ATTRIBUTE timbre5-max NUMERIC
@ATTRIBUTE timbre5-skw NUMERIC
@ATTRIBUTE timbre5-krt NUMERIC
@ATTRIBUTE timbre6-mean NUMERIC
@ATTRIBUTE timbre6-med NUMERIC
@ATTRIBUTE timbre6-var NUMERIC
@ATTRIBUTE timbre6-min NUMERIC
@ATTRIBUTE timbre6-max NUMERIC
@ATTRIBUTE timbre6-skw NUMERIC
@ATTRIBUTE timbre6-krt NUMERIC
@ATTRIBUTE timbre7-mean NUMERIC
@ATTRIBUTE timbre7-med NUMERIC
@ATTRIBUTE timbre7-var NUMERIC
@ATTRIBUTE timbre7-min NUMERIC
@ATTRIBUTE timbre7-max NUMERIC
@ATTRIBUTE timbre7-skw NUMERIC
@ATTRIBUTE timbre7-krt NUMERIC
@ATTRIBUTE timbre8-mean NUMERIC
@ATTRIBUTE timbre8-med NUMERIC
@ATTRIBUTE timbre8-var NUMERIC
@ATTRIBUTE timbre8-min NUMERIC
@ATTRIBUTE timbre8-max NUMERIC
@ATTRIBUTE timbre8-skw NUMERIC
@ATTRIBUTE timbre8-krt NUMERIC
@ATTRIBUTE timbre9-mean NUMERIC
@ATTRIBUTE timbre9-med NUMERIC
@ATTRIBUTE timbre9-var NUMERIC
@ATTRIBUTE timbre9-min NUMERIC
@ATTRIBUTE timbre9-max NUMERIC
@ATTRIBUTE timbre9-skw NUMERIC
@ATTRIBUTE timbre9-krt NUMERIC
@ATTRIBUTE timbre10-mean NUMERIC
@ATTRIBUTE timbre10-med NUMERIC
@ATTRIBUTE timbre10-var NUMERIC
@ATTRIBUTE timbre10-min NUMERIC
@ATTRIBUTE timbre10-max NUMERIC
@ATTRIBUTE timbre10-skw NUMERIC
@ATTRIBUTE timbre10-krt NUMERIC
@ATTRIBUTE timbre11-mean NUMERIC
@ATTRIBUTE timbre11-med NUMERIC
@ATTRIBUTE timbre11-var NUMERIC
@ATTRIBUTE timbre11-min NUMERIC
@ATTRIBUTE timbre11-max NUMERIC
@ATTRIBUTE timbre11-skw NUMERIC
@ATTRIBUTE timbre11-krt NUMERIC
@ATTRIBUTE loudmax-mean NUMERIC
@ATTRIBUTE loudmax-med NUMERIC
@ATTRIBUTE loudmax-var NUMERIC
@ATTRIBUTE loudmax-min NUMERIC
@ATTRIBUTE loudmax-max NUMERIC
@ATTRIBUTE loudmax-skw NUMERIC
@ATTRIBUTE loudmax-krt NUMERIC
@DATA
0.255381,0.137,0.084742,0.008,1.0,1.48534988819,1.09451568379,0.295067,0.144,0.105557,0.003,1.0,1.07541031273,-0.251111864294,0.271199,0.19,0.0560485,0.011,1.0,1.36683389859,1.18260353386,0.221292,0.131,0.0466205,0.012,1.0,1.65610102874,2.1625897414,0.205472,0.074,0.0788385,0.004,1.0,1.74849941274,1.75628015334,0.311312,0.138,0.110734,0.009,1.0,1.16518267351,-0.150749111054,0.298352,0.185,0.0767575,0.007,1.0,1.23621664102,0.315044517083,0.686,1.0,0.151765,0.031,1.0,-0.620750718322,-1.43063640205,0.504701,0.572,0.0912252,0.022,1.0,-0.191350746643,-1.3408652408,0.17505,0.083,0.0452593,0.011,1.0,1.99133596613,3.18254272158,0.228774,0.086,0.0880653,0.005,1.0,1.66225942776,1.54104349202,0.241282,0.109,0.0850203,0.012,1.0,1.59326300811,1.23680266356,45.2812,46.15,18.2698,1.623,50.273,-4.04344255757,24.8949997634,41.8435,47.275,1359.93,-70.962,147.921,-0.504315476688,0.137220085329,13.4412,13.208,991.332,-72.032,121.237,0.14806368282,-0.0708571815322,-5.8977,-5.643,522.75,-109.088,186.882,0.537265604538,7.03941981323,-36.9568,-36.73,546.098,-108.676,30.212,0.0193587782965,-0.14471658327,-17.1528,-18.221,259.591,-70.41,34.703,0.396619895106,0.261676756246,15.9421,16.456,582.069,-63.524,80.965,-0.391229320998,0.793241743092,2.1604,1.397,369.925,-60.23,96.934,0.232180440511,1.0137692412,-8.56742,-8.829,355.715,-73.502,64.214,-0.0197796873453,0.112377268053,5.15845,4.921,196.55,-41.331,52.816,0.0922209820648,0.546029604249,-8.50749,-7.757,125.81,-58.072,26.954,-0.275750608448,0.701391449153,-14.0127,-15.494,267.172,-81.243,43.554,0.351186447115,0.615055753913,-11.8868,-10.857,20.1208,-56.905,-6.341,-3.76466558414,21.4242090192
0.468588,0.387,0.10565,0.005,1.0,0.481334742604,-1.11042862898,0.45674,0.395,0.0760938,0.007,1.0,0.645095128045,-0.560067387723,0.575136,0.558,0.10889,0.005,1.0,-0.01971119825,-1.4219687816,0.252124,0.201,0.0349621,0.005,1.0,1.26940426307,1.67484690312,0.287971,0.203,0.0621668,0.006,1.0,1.25433706639,0.881642464879,0.337019,0.213,0.098664,0.003,1.0,1.01758155964,-0.261164809299,0.274907,0.215,0.0475173,0.003,1.0,1.31948250963,1.34606516154,0.467329,0.366,0.127849,0.002,1.0,0.379414627146,-1.40909587282,0.322064,0.248,0.064901,0.003,1.0,0.98714220388,0.193330238423,0.422008,0.343,0.0959605,0.007,1.0,0.684869754723,-0.77699230291,0.216965,0.155,0.0418423,0.005,1.0,1.82652127422,3.57814872359,0.240072,0.191,0.0399766,0.002,1.0,1.65773453613,3.14621908892,45.0124,46.398,34.0163,0.0,52.182,-2.49275549295,10.6097725602,35.0243,38.972,2151.4,-172.181,178.555,-0.746668210931,1.9366742184,-20.1669,-19.098,2383.08,-194.634,151.07,-0.314652904648,0.619053979436,-1.81294,1.461,1462.6,-220.777,122.394,-0.482862153128,2.00063898295,7.13795,8.868,605.897,-61.027,86.251,-0.0849383518059,-0.0647833087455,-14.1734,-20.09,1130.18,-93.104,150.329,1.19779839098,2.61231200091,3.08597,1.731,787.311,-56.492,178.183,1.91094960489,9.48909392263,-5.39943,-4.655,621.865,-72.569,102.55,0.188693345617,0.469610469565,0.278961,0.977,367.667,-67.727,67.348,-0.080943515823,0.564118172146,-1.45228,-1.328,400.067,-73.543,50.401,-0.0264400528344,0.0327590876755,0.412119,0.16,305.366,-69.518,69.134,0.121188199086,0.36805234956,1.56496,3.474,431.757,-81.64,69.379,-0.513897219436,1.21863816666,-10.4471,-9.54,33.2159,-60.0,-2.999,-3.11163923981,16.232306574
0.340032,0.255,0.0664407,0.002,1.0,1.07130268429,0.370225837354,0.462353,0.382,0.108299,0.017,1.0,0.51520616429,-1.1379118621,0.335368,0.245,0.0783221,0.003,1.0,1.07134922375,0.183023166172,0.228073,0.174,0.0366119,0.002,1.0,1.48976078772,2.68305968816,0.407731,0.279,0.124469,0.011,1.0,0.654546339768,-1.08673296792,0.231535,0.177,0.0410586,0.004,1.0,1.72035144226,3.28680445466,0.348962,0.221,0.10621,0.009,1.0,0.95745967791,-0.460991826387,0.172814,0.113,0.034009,0.004,1.0,2.30676152295,6.24896804977,0.240207,0.161,0.0538698,0.006,1.0,1.6798029323,2.4904762407,0.464108,0.382,0.120038,0.011,1.0,0.421632798956,-1.29499756637,0.226418,0.161,0.04032,0.008,1.0,1.60806949323,2.43041896607,0.427478,0.309,0.114444,0.004,1.0,0.623723176517,-1.07210572343,47.0452,47.551,12.6325,8.058,54.596,-2.73328134125,20.524967685,-5.38096,-5.471,2076.98,-148.8,133.466,0.215301555872,-0.32894988671,-25.3997,-26.532,1427.28,-156.253,118.994,0.0483279039639,0.295227270473,2.28548,0.372,2024.85,-218.806,332.178,0.305284159505,3.46645303586,13.2503,11.272,1081.35,-67.479,111.544,0.260329852292,-0.347520729004,13.9707,9.515,1550.87,-212.61,147.396,0.248362153873,1.2217088302,-33.2402,-32.928,808.17,-150.802,81.13,-0.089242011283,0.40443896787,-9.90188,-12.118,812.72,-88.905,124.287,0.699367776419,1.36257843992,2.44775,0.122,558.319,-64.837,105.088,0.459038141939,0.337402059201,4.29891,4.81,426.6,-78.054,106.097,0.12419406959,0.43270245175,-0.478126,0.125,486.49,-84.791,71.84,-0.226812061776,0.503172046001,1.54318,1.595,280.899,-49.552,53.985,-0.020914082481,0.280916651595,-7.61751,-7.164,7.53269,-47.938,-3.014,-4.43571668382,50.4140275607
0.398289,0.296,0.10599,0.021,1.0,0.808559875381,-0.690112991587,0.35371,0.268,0.0750532,0.014,1.0,1.1478643744,0.404768875455,0.227708,0.1755,0.0304634,0.015,1.0,1.67923177674,3.63046064453,0.216739,0.174,0.0269497,0.014,1.0,2.11780081395,6.01754516342,0.252643,0.2,0.0344955,0.017,1.0,1.63396986809,3.06919769051,0.50294,0.41,0.13129,0.011,1.0,0.303679560749,-1.51165849695,0.419547,0.3165,0.101144,0.014,1.0,0.759718853748,-0.754001492606,0.275628,0.196,0.0651294,0.014,1.0,1.65561602992,2.02247509751,0.275615,0.171,0.0720328,0.012,1.0,1.38661249292,0.983844897415,0.15684,0.082,0.0366312,0.006,1.0,2.6848806,7.98420559981,0.290788,0.102,0.12437,0.008,1.0,1.24747488501,-0.120612198403,0.283193,0.159,0.0800122,0.01,1.0,1.37255728607,0.888337380822,45.5778,46.2135,17.0962,0.0,53.038,-2.51130164264,20.6988651682,38.4671,34.5435,2475.17,-95.655,221.112,0.701089928456,1.08754777985,-28.6877,-28.2175,1479.86,-154.652,102.197,-0.160214290136,0.441655063553,-5.5746,-6.8515,2049.95,-263.979,277.241,0.0566047041824,4.05529798572,-16.9136,-16.371,683.664,-90.515,72.101,-0.0781480138005,-0.19376034196,3.12121,-0.7095,1042.65,-69.631,152.36,0.464405360391,0.332949491287,4.27095,4.778,925.417,-145.737,96.159,-0.261558450244,1.97413356955,-22.1971,-22.88,591.384,-85.881,104.43,0.557084052653,1.33135727779,7.61602,7.801,357.824,-58.223,62.302,-0.0601044607193,0.120851562837,5.70459,5.745,437.211,-67.081,96.557,0.0152102362517,0.498163092655,-4.25181,-3.547,490.675,-91.602,98.311,-0.080975201676,0.619267261156,18.3533,14.497,498.773,-39.022,102.31,0.857820459024,0.989996660022,-9.73957,-9.366,13.9316,-60.0,-3.119,-3.74327333217,44.3466986559
0.300157,0.237,0.0560561,0.015,1.0,1.33536725153,1.36124692403,0.386989,0.284,0.0979292,0.009,1.0,0.899668170891,-0.415909949392,0.424378,0.285,0.12629,0.012,1.0,0.678498568593,-1.13611603648,0.474659,0.378,0.0964683,0.015,1.0,0.587068965358,-0.987802808584,0.206983,0.154,0.0296326,0.011,1.0,1.83456169917,4.11185687063,0.370468,0.22,0.111746,0.009,1.0,0.95614421197,-0.592826950871,0.21464,0.163,0.0446869,0.008,1.0,2.0867637946,4.59929059993,0.232204,0.173,0.0430096,0.014,1.0,2.08398877303,4.57474595303,0.414869,0.249,0.12199,0.02,1.0,0.773887626871,-1.01937487249,0.16466,0.121,0.0216881,0.009,1.0,2.46328407354,7.95023546983,0.260305,0.177,0.0538424,0.018,1.0,1.74525514208,2.55612014983,0.162497,0.098,0.0289637,0.007,1.0,2.36657635901,6.91499013015,45.7471,46.861,28.4122,0.034,52.487,-3.82278478547,23.1588266943,44.7007,48.83,1120.72,-95.536,264.399,-0.228422028311,3.0152546698,22.5454,22.021,1031.32,-72.159,143.809,0.135519624276,-0.0139582274288,9.91702,10.892,657.295,-164.328,91.074,-0.542138676988,3.023342152,10.7454,8.952,547.446,-59.29,91.581,0.352038819679,0.317120944676,-13.2288,-16.925,634.508,-75.097,93.747,0.565529676588,0.532726856838,4.92212,6.125,353.757,-105.392,56.099,-0.473166443376,1.13499964414,-4.37698,-4.962,261.309,-65.476,68.961,0.0930243886486,1.16921229914,20.3099,19.646,270.91,-56.472,83.798,-0.0490808567438,1.54357209048,2.3656,2.815,198.594,-48.173,92.921,-0.0130898287711,2.30205497345,1.03925,1.124,179.924,-44.589,43.755,-0.0472389017599,0.467909562817,-2.4399,-2.669,188.814,-54.957,48.133,-0.112575687511,0.663669643879,-10.4191,-9.175,28.4261,-59.477,-4.044,-4.2039389215,26.8392924724
0.425005,0.3155,0.113915,0.006,1.0,0.611015905551,-1.05538378706,0.275353,0.208,0.0504951,0.005,1.0,1.55943404009,2.03541887636,0.584294,0.552,0.130929,0.004,1.0,-0.0331950024195,-1.62884970781,0.243235,0.167,0.048466,0.003,1.0,1.7593254878,2.97516763307,0.271488,0.1635,0.0681229,0.004,1.0,1.25598066861,0.602767558705,0.191951,0.116,0.0446588,0.003,1.0,2.16335126579,4.71196243648,0.27351,0.1795,0.0638503,0.007,1.0,1.50146319233,1.55626393018,0.345128,0.254,0.0841012,0.005,1.0,0.966592139859,-0.109889744729,0.246713,0.175,0.0492955,0.004,1.0,1.70222485137,2.66474959289,0.542337,0.515,0.110969,0.003,1.0,0.0705487620629,-1.35804036261,0.201084,0.154,0.0264297,0.003,1.0,1.44699479002,2.38819841761,0.284496,0.2075,0.0612476,0.007,1.0,1.45340208166,1.527637389,42.385,42.073,46.5261,12.911,54.99,-0.385851855314,-0.228405839054,-59.6562,-52.699,2644.96,-246.466,167.237,-0.0847445324249,0.585650855826,0.432344,5.1085,2708.69,-160.164,210.165,0.25554308238,0.699957445523,12.4554,10.2395,1503.02,-176.386,188.293,0.111145348774,1.54926486679,-3.55208,-3.4935,811.404,-106.474,110.109,0.0719068309384,0.512952780681,-6.1526,-12.3215,1026.08,-95.72,144.356,1.17641904373,2.08264025635,-3.13063,-2.253,468.888,-102.171,70.948,-0.298014168798,1.1954187424,-1.7273,-3.2075,504.827,-76.777,118.492,0.580383096897,1.77486699383,3.0491,4.2215,411.381,-116.658,81.393,-0.685894038524,3.29651779684,-5.98317,-4.944,367.506,-79.838,73.817,-0.0913966624629,0.60090687089,7.6615,6.9785,263.757,-55.536,71.029,0.148028296491,1.20783582574,5.46688,5.0335,260.705,-60.615,88.779,0.273665675241,1.68111004855,-12.9768,-12.489,36.9342,-45.85,-2.494,-0.790499701919,0.918895240176
0.384417,0.326,0.07367,0.011,1.0,0.812529525268,-0.219633370788,0.47092,0.3525,0.122597,0.009,1.0,0.510097869518,-1.30166183172,0.321207,0.2445,0.061976,0.009,1.0,1.35038589195,1.238583405,0.210113,0.163,0.0302948,0.007,1.0,1.93037469759,4.66864654789,0.28645,0.2275,0.0535555,0.005,1.0,0.908442331877,0.218501940392,0.379353,0.328,0.0778037,0.008,1.0,0.829593247362,-0.208643699337,0.422522,0.3485,0.106814,0.005,1.0,0.419437319789,-1.25670180747,0.5333,0.54,0.158005,0.006,1.0,0.00751555757073,-1.72832468003,0.473026,0.407,0.0984098,0.009,1.0,0.460962272928,-1.04412386654,0.375937,0.284,0.0944105,0.006,1.0,0.745657519899,-0.649186656174,0.326024,0.2065,0.0932489,0.006,1.0,1.03060862643,-0.167034744688,0.206131,0.1365,0.049383,0.006,1.0,2.01815530877,4.05207083672,35.481,37.017,42.0752,0.0,44.967,-1.68501436969,3.73287732732,-4.82531,-4.888,2429.23,-146.206,183.328,0.120881865051,0.175922599183,16.111,11.8215,2454.48,-126.474,240.637,0.458634535374,1.15508429025,31.5141,32.2135,1376.06,-134.502,217.446,0.200389247056,1.95160014386,-5.94831,-5.83,945.753,-132.286,91.279,0.0347997833838,0.316153271318,-8.91261,-14.874,979.856,-72.498,191.963,1.21115923491,2.7360294507,7.22428,10.474,569.486,-84.477,81.11,-0.639577856319,1.03631024036,-14.5655,-14.732,394.587,-70.593,66.272,0.199938840296,0.230377281092,-2.13605,-1.3825,286.538,-63.333,46.574,-0.336248009896,0.322524614394,-2.97895,-3.3815,341.117,-68.544,57.341,0.0502666670527,0.178665162425,8.46455,6.217,367.424,-51.608,88.9,0.561546008071,1.01313147108,0.801132,2.28,309.548,-52.784,59.873,-0.194371998418,0.141187913263,-19.7511,-18.1565,45.4236,-60.0,-10.325,-1.71903268025,4.13379859853
0.432812,0.365,0.0836717,0.02,1.0,0.692200627885,-0.641558327235,0.358547,0.268,0.0762998,0.017,1.0,1.05417662309,0.0938845951062,0.261511,0.192,0.0444177,0.012,1.0,1.4586169995,1.81831117707,0.202796,0.142,0.0363917,0.006,1.0,1.98043942528,4.20791366265,0.298082,0.229,0.052902,0.014,1.0,1.31157621762,1.25684066179,0.611434,0.606,0.0912902,0.018,1.0,-0.128474984741,-1.2573297062,0.553756,0.527,0.0979697,0.016,1.0,0.084993052645,-1.32040679325,0.50475,0.456,0.0867896,0.017,1.0,0.358758959706,-1.07353831999,0.387282,0.322,0.0592081,0.02,1.0,0.979300426695,0.248372675647,0.345772,0.289,0.0515055,0.023,1.0,1.11848228826,0.762286835646,0.401271,0.298,0.0900222,0.018,1.0,0.90578345342,-0.457315095927,0.385597,0.288,0.0821641,0.015,1.0,0.965927703111,-0.216259570771,45.6214,45.828,11.8085,0.0,54.192,-1.31169724062,11.3039061909,53.551,51.45,1834.01,-87.681,212.983,0.104274705932,-0.371181359907,62.7378,59.7,2268.06,-106.025,224.962,0.24281817372,0.0325426191385,34.6316,33.01,1237.38,-89.898,358.325,0.273923099059,2.39948318118,-11.3204,-13.758,1101.18,-105.099,112.141,0.244840791893,-0.0983886181087,-6.44216,-10.714,1024.82,-199.336,111.883,0.423782319004,0.297545271734,6.66111,8.958,991.707,-107.423,91.854,-0.31238260688,-0.248816499623,6.91349,6.928,300.388,-62.317,99.032,0.214020582437,1.45119471524,3.17783,2.747,364.962,-63.109,82.396,0.212424876567,0.600021086481,14.896,15.002,250.083,-50.68,75.969,-0.0611635899158,0.431652751567,2.9734,4.239,418.158,-66.403,69.055,-0.304421994489,0.114920468695,1.52607,1.677,353.057,-70.193,60.521,-0.268583277873,0.264538230624,-9.88767,-9.432,10.3514,-60.0,-2.823,-1.80509408746,17.9937049572
0.348773,0.148,0.140354,0.006,1.0,0.955616790389,-0.813079865145,0.259718,0.1615,0.063187,0.005,1.0,1.45247657585,1.47715112611,0.349488,0.196,0.123926,0.005,1.0,0.994743217806,-0.586030971362,0.20366,0.1335,0.0453728,0.003,1.0,2.19283593733,5.0459890183,0.343814,0.2515,0.0834937,0.004,1.0,1.11523643231,0.154687071867,0.181904,0.1205,0.0413385,0.007,1.0,2.53721466491,6.93775544903,0.195343,0.1515,0.0305666,0.004,1.0,1.94912448691,4.72710787505,0.347137,0.2035,0.113795,0.005,1.0,1.05228719592,-0.391434278071,0.183306,0.131,0.035624,0.006,1.0,2.17486325918,5.44846060093,0.381702,0.184,0.143208,0.003,1.0,0.798843809849,-1.08837499973,0.177203,0.116,0.0308738,0.003,1.0,1.84860313088,4.1194410794,0.182102,0.122,0.0325467,0.007,1.0,2.13939389819,5.64285209897,48.6056,49.982,20.9479,0.0,54.615,-2.36425582668,15.3187670929,43.2767,43.384,793.463,-65.866,171.13,-0.0466026843431,1.82517425334,9.99578,9.93,593.302,-113.721,119.239,-0.0772449939997,1.52049193781,-6.11135,-6.6325,918.535,-167.78,287.363,0.622911033243,11.9025623147,-26.3571,-26.083,655.486,-108.082,78.071,0.370342807376,1.39214900703,-11.0079,-15.591,635.538,-75.122,145.888,1.34074211755,3.67806162316,11.5525,11.3955,420.068,-65.071,80.013,0.0121110490374,0.362419929424,1.22587,2.1815,298.875,-73.706,66.198,-0.411121347657,1.19469705062,-5.83187,-5.3815,220.534,-68.954,38.773,-0.193673304158,0.340622712767,0.0765456,0.4775,210.139,-52.003,93.646,0.0759201301539,2.80383797017,-1.12925,-0.8805,195.47,-113.776,49.263,-0.680776269998,5.26657581521,2.08771,2.5705,199.665,-50.733,40.249,-0.301831293988,0.409786127163,-8.01301,-6.775,20.6621,-60.0,-1.269,-2.57700891027,20.2996550505
0.777693,1.0,0.0794445,0.069,1.0,-0.899937861914,-0.606450267563,0.163133,0.111,0.0211656,0.006,1.0,1.85424129905,4.46371979051,0.210445,0.1435,0.040377,0.018,1.0,2.13113289073,4.86299966382,0.0725417,0.048,0.00540918,0.004,0.498,2.59746687332,8.52494853845,0.23129,0.17,0.0383193,0.013,1.0,1.56432060579,2.68216827204,0.0873317,0.06,0.00680324,0.004,0.656,2.91356774281,11.5538027934,0.150033,0.122,0.0100076,0.006,0.962,2.11609123198,9.26232809537,0.747265,0.8335,0.0756138,0.139,1.0,-0.585359407704,-1.13098168126,0.190715,0.1555,0.0169911,0.013,0.832,1.19604386836,1.6613389406,0.16925,0.061,0.0630207,0.003,1.0,2.20599737551,3.8813024312,0.073185,0.052,0.00458347,0.002,0.85,3.99368970516,31.6519425937,0.182635,0.158,0.0135286,0.017,0.752,1.23046983151,1.98925937558,47.359,48.0695,20.1715,3.881,54.149,-2.61154414926,16.4029517684,-10.9849,-8.901,1840.21,-157.735,178.629,-0.042083406022,0.621714171861,10.4805,11.093,592.459,-143.626,99.34,-0.280990730376,3.70515425214,0.350985,-1.145,645.547,-104.649,179.968,0.502731422898,5.2841102489,0.960766,2.4525,538.183,-73.703,66.556,-0.16043065286,-0.006972898385,-10.4952,-12.5555,345.518,-58.528,94.962,0.726149572206,2.76798448512,-9.80313,-9.1895,279.713,-65.026,73.992,0.313228136084,1.41668656987,-18.6844,-18.161,260.117,-84.73,30.124,-0.28663797494,1.14079423228,0.606007,0.4735,188.865,-37.687,68.343,0.366419325836,1.28447297537,-11.209,-9.997,254.549,-76.093,63.223,-0.301732490176,1.1190255808,4.39429,4.504,154.019,-45.208,53.717,-0.0530800408372,0.891165913505,18.0769,17.505,159.638,-17.287,64.981,0.254846301417,0.261369951052,-9.41293,-8.7105,20.8989,-54.108,-2.249,-2.52756328316,16.2851652352
